high accuracy:0.98679752715588, flow srcip:1023210151
high accuracy:0.9836041892379921, flow srcip:2599709219
high accuracy:0.9998218882627148, flow srcip:832320882
false negative:901772598
high accuracy:0.957626214110364, flow srcip:3124172860
high accuracy:1.0, flow srcip:2240896899
high accuracy:0.9542591978786874, flow srcip:586469100
high accuracy:1.0, flow srcip:4275412777
high accuracy:0.9654899772103623, flow srcip:2993226659
high accuracy:1.0, flow srcip:672653151
high accuracy:1.0, flow srcip:4246152169
high accuracy:1.0, flow srcip:654926220
high accuracy:1.0, flow srcip:1101912977
high accuracy:0.9943664022126792, flow srcip:832320770
high accuracy:0.9947967479674796, flow srcip:658755826
high accuracy:0.991127360619249, flow srcip:1022603153
high accuracy:0.9997252499581436, flow srcip:2279627407
high accuracy:1.0, flow srcip:698345671
false negative:805468179
high accuracy:0.9779212515104067, flow srcip:1400805443
high accuracy:0.9070890288063158, flow srcip:3080205957
high accuracy:0.9950341402855369, flow srcip:2996037679
high accuracy:0.9934593765968319, flow srcip:663096804
high accuracy:1.0, flow srcip:1398065291
high accuracy:0.9990261864548622, flow srcip:1032000660
high accuracy:0.9997732795817008, flow srcip:836975696
false negative:654926245
high accuracy:1.0, flow srcip:3088393344
high accuracy:0.9345234764116627, flow srcip:2279627487
high accuracy:0.9716771881931411, flow srcip:666764793
high accuracy:0.9867571209516286, flow srcip:2279627458
high accuracy:0.999183433915562, flow srcip:3035193723
high accuracy:0.998413603351263, flow srcip:1185910146
high accuracy:1.0, flow srcip:2486607547
high accuracy:0.9926402943882244, flow srcip:2219463961
high accuracy:0.9986028793782813, flow srcip:696552382
high accuracy:1.0, flow srcip:3702313941
false negative:3035401976
high accuracy:0.9999571189854352, flow srcip:1029799342
high accuracy:0.9104107323348342, flow srcip:1406187145
high accuracy:0.938757206918642, flow srcip:2654878396
high accuracy:1.0, flow srcip:2969957461
high accuracy:0.9861506651581945, flow srcip:832320937
high accuracy:1.0, flow srcip:805406761
high accuracy:0.9861850529011389, flow srcip:3753840773
